Measure Mode: allocations
Thread ID: 70123361010180
Fiber ID: 70123360716720
Total: 2637.000000
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.04      1.000     1.000     0.000     0.000        1   Enumerator#each
  0.04     12.000     1.000     0.000    11.000        1   Array#map!
  0.04      5.000     1.000     0.000     4.000        1   Array#sort_by!
  0.04      3.000     1.000     0.000     2.000        1   ActionDispatch::Journey::GTG::TransitionTable#move
  0.04      1.000     1.000     0.000     0.000        2   StringScanner#scan
  0.04   1148.000     1.000     0.000  1147.000        1   Haml::Helpers#non_haml
  0.04     11.000     1.000     0.000    10.000        1   ActionDispatch::Journey::GTG::Simulator#memos
  0.04   1144.000     1.000     0.000  1143.000        1   ActionView::PartialRenderer#render
  0.04      1.000     1.000     0.000     0.000        1   NilClass#to_a
  0.04     40.000     1.000     0.000    39.000        1   ActionDispatch::Journey::Router#find_routes
  0.04   2196.000     1.000     0.000  2195.000        1   Rack::Lock#call
  0.04      2.000     1.000     0.000     1.000        1   ActiveSupport::Cache::Strategy::LocalCache::LocalStore#initialize
  0.04   2074.000     1.000     0.000  2073.000        1   Rack::ConditionalGet#call
  0.04   2075.000     1.000     0.000  2074.000        1   Rack::Head#call
  0.04      1.000     1.000     0.000     0.000        1   ActionDispatch::Request::Session#initialize
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::Transaction#initialize
  0.04   2088.000     1.000     0.000  2087.000        1   ActionDispatch::Cookies#call
  0.04      1.000     1.000     0.000     0.000        1   WillPaginate::Collection#initialize
  0.04      1.000     1.000     0.000     0.000        1   ActiveSupport::Cache::Store#initialize
  0.04     27.000     1.000     0.000    26.000        1   ActionView::Helpers::AssetUrlHelper#javascript_path
  0.04      2.000     1.000     0.000     1.000        1   ActionView::Helpers::CsrfHelper#csrf_meta_tags
  0.04      1.000     1.000     0.000     0.000        1   #<Module:0x007f8dc1918768>#protect_against_forgery?
  0.04      1.000     1.000     0.000     0.000        1   Arel::TreeManager#initialize
  0.04      1.000     1.000     0.000     0.000        1   ActionController::Metal#response_body=
  0.04      1.000     1.000     0.000     0.000        1   Arel::Nodes::SelectStatement#initialize
  0.04      3.000     1.000     0.000     2.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_Offset
  0.04      3.000     1.000     0.000     2.000        1   Time#to_default_s
  0.04      3.000     1.000     0.000     2.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_Limit
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#joins_values
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#where_values
  0.04      5.000     1.000     0.000     4.000        2   Rack::Request#split_ip_addresses
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#having_values
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#group_values
  0.04      1.000     1.000     0.000     0.000        1   Rack::ETag#skip_caching?
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#order_values
  0.04      3.000     1.000     0.000     2.000        1   ActiveSupport::StringInquirer#method_missing
  0.04      4.000     1.000     0.000     3.000        1   Rails::Rack::Logger#development?
  0.04      6.000     1.000     0.000     5.000        1   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute
  0.04     31.000     1.000     0.000    30.000        9   Kernel#tap
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#select_values
  0.04      7.000     1.000     0.000     6.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action
  0.04      2.000     1.000     0.000     1.000        1   <Module::Arel>#star
  0.04      4.000     1.000     0.000     3.000        1   ActionDispatch::Response#rack_response
  0.04      2.000     1.000     0.000     1.000        1   ActionDispatch::Response#assign_default_content_type_and_charset!
  0.04      1.000     1.000     0.000     0.000        1   <Class::#<Class:0x007f8dbd135d10>>#new
  0.04      1.000     1.000     0.000     0.000        1   ActiveRecord::QueryMethods#bind_values
  0.04   2184.000     1.000     0.000  2183.000        1   Rack::Runtime#call
  0.04      1.000     1.000     0.000     0.000        1   String#unpack
  0.04      1.000     1.000     0.000     0.000        1   Arel::Collectors::PlainString#initialize

* indicates recursively called methods
