Measure Mode: process_time_time
Thread ID: 70198652961280
Fiber ID: 70198652682660
Total: 0.031933
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.06      0.000     0.000     0.000     0.000        3   ActionDispatch::Http::URL#raw_host_with_port
  0.06      0.000     0.000     0.000     0.000        2   Haml::Buffer#initialize
  0.06      0.000     0.000     0.000     0.000        3   ActiveRecord::Relation#initialize_copy
  0.06      0.000     0.000     0.000     0.000        3   ActiveRecord::LogSubscriber#sql
  0.06      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::Filters::Environment#halted
  0.06      0.000     0.000     0.000     0.000        9   Hash#default
  0.06      0.002     0.000     0.000     0.002        1   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql
  0.06      0.000     0.000     0.000     0.000        3   Module#extend_object
  0.06      0.000     0.000     0.000     0.000        4   <Class::ActionDispatch::Request::Utils>#deep_munge
  0.06      0.001     0.000     0.000     0.001        6   Enumerable#collect
  0.06      0.000     0.000     0.000     0.000        5   Sprockets::Asset#digest_path
  0.06      0.000     0.000     0.000     0.000        1   ActionView::Base#initialize
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::GTG::Simulator#memos
  0.06      0.000     0.000     0.000     0.000        3   ActiveSupport::InheritableOptions#initialize
  0.06      0.000     0.000     0.000     0.000        2   ActionDispatch::Routing::UrlFor#initialize
  0.06      0.000     0.000     0.000     0.000        3   ActiveRecord::Type::Integer#type_cast_from_database
  0.06      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#to_params_hash
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::Router#find_routes
  0.06      0.000     0.000     0.000     0.000        3   ActionController::Parameters#convert_hashes_to_parameters
  0.06      0.000     0.000     0.000     0.000        6   Numeric#quo
  0.06      0.000     0.000     0.000     0.000        6   ActiveRecord::AttributeMethods::ClassMethods#define_attribute_methods
  0.06      0.000     0.000     0.000     0.000        1   <Class::ActionView::LookupContext::DetailsKey>#get
  0.06      0.028     0.000     0.000     0.028        1   Rack::Lock#call
  0.06      0.029     0.000     0.000     0.029        1   Rails::Engine#call
  0.06      0.001     0.000     0.000     0.001        3   ActionDispatch::Http::Parameters#parameters
  0.06      0.000     0.000     0.000     0.000        3   ActionDispatch::Response#body=
  0.06      0.000     0.000     0.000     0.000        2   ActionView::AbstractRenderer#prepend_formats
  0.06      0.027     0.000     0.000     0.027        1   ActiveRecord::QueryCache#call
  0.06      0.000     0.000     0.000     0.000        3   Kernel#extend
  0.06      0.000     0.000     0.000     0.000        3   ActionView::RoutingUrlFor#url_options
  0.06      0.028     0.000     0.000     0.028        1   ActiveSupport::Cache::Strategy::LocalCache::Middleware#call
  0.06      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Fanout::Subscribers::Timed#start
  0.06      0.000     0.000     0.000     0.000        1   ActionController::LogSubscriber#start_processing
  0.06      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::Accessors#default_locale
  0.06      0.024     0.000     0.000     0.024        1   ActiveRecord::Railties::ControllerRuntime#process_action
  0.06      0.000     0.000     0.000     0.000        7   SQLite3::Statement#column_name
  0.06      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::Accessors#formats=
  0.06      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#maybe_visit
  0.06      0.000     0.000     0.000     0.000        3   ActionController::Parameters#convert_value_to_parameters
  0.06      0.000     0.000     0.000     0.000       17   Hash#[]=
  0.06      0.001     0.000     0.000     0.001        1   WillPaginate::ActiveRecord::Pagination#paginate
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::Router#match_routes
  0.06      0.001     0.000     0.000     0.001        1   Sprockets::Rails::Helper#stylesheet_link_tag
  0.06      0.031     0.000     0.000     0.031        1   ActionDispatch::Integration::Runner#get
  0.06      0.000     0.000     0.000     0.000        5   Hash#stringify_keys
  0.06      0.000     0.000     0.000     0.000        2   WillPaginate::ActiveRecord::RelationMethods#total_entries
  0.06      0.000     0.000     0.000     0.000        1   StringIO#set_encoding
  0.06      0.000     0.000     0.000     0.000        4   ActionView::Helpers::TagHelper#content_tag
  0.06      0.000     0.000     0.000     0.000        5   String#force_encoding
  0.06      0.000     0.000     0.000     0.000        1   ActiveRecord::Scoping::Named::ClassMethods#default_scoped
  0.06      0.000     0.000     0.000     0.000        4   Array#sort!
  0.06      0.000     0.000     0.000     0.000        1   ActionDispatch::FileHandler#match?
  0.05      0.000     0.000     0.000     0.000        4   URI::Generic#set_port
  0.05      0.000     0.000     0.000     0.000        9   ActionDispatch::Journey::Path::Pattern#required_names
  0.05      0.000     0.000     0.000     0.000        3   SQLite3::Statement#get_metadata
  0.05      0.000     0.000     0.000     0.000        6   Symbol#to_proc
  0.05      0.000     0.000     0.000     0.000        4   #<Module:0x007fb0cc88e580>#config
  0.05      0.000     0.000     0.000     0.000        6   Hash#delete_if
  0.05      0.000     0.000     0.000     0.000        7   Rack::BodyProxy#initialize
  0.05      0.000     0.000     0.000     0.000        4   <Module::Process>#clock_gettime
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeSet#initialize
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Parameters#normalize_encode_params
  0.05      0.000     0.000     0.000     0.000        5   String#to_sym
  0.05      0.000     0.000     0.000     0.000        3   <Module::ActionDispatch::Http::URL>#add_params
  0.05      0.000     0.000     0.000     0.000        3   #<Class:0x007fb0cf0197d0>#__setobj__
  0.05      0.019     0.000     0.000     0.019        1   Benchmark#realtime
  0.05      0.000     0.000     0.000     0.000        5   Sprockets::Base#cache_key_for
  0.05      0.000     0.000     0.000     0.000        5   ActiveSupport::SafeBuffer#safe_concat
  0.05      0.000     0.000     0.000     0.000        1   ActionController::ImplicitRender#method_for_action
  0.05      0.000     0.000     0.000     0.000        3   ActionDispatch::Request#check_method
  0.05      0.028     0.000     0.000     0.028        1   Rails::Rack::Logger#call
  0.05      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::Filters::Environment#value
  0.05      0.003     0.000     0.000     0.003        3   Turbolinks::XHRUrlFor#url_for_with_xhr_referer
  0.05      0.000     0.000     0.000     0.000        9   ActionDispatch::Journey::Route#required_defaults
  0.05      0.027     0.000     0.000     0.026        1   Rack::ETag#call
  0.05      0.000     0.000     0.000     0.000        3   ActionDispatch::Response#munge_body_object
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#prepare_cache_control!
  0.05      0.000     0.000     0.000     0.000        3   #<Module:0x007fb0cc15f110>#__temp__5727c6f5c696e6b6
  0.05      0.000     0.000     0.000     0.000        1   ActionView::TemplateRenderer#determine_template
  0.05      0.000     0.000     0.000     0.000        2   ActionView::ViewPaths#_prefixes
  0.05      0.000     0.000     0.000     0.000        5   Haml::Helpers#haml_buffer
  0.05      0.000     0.000     0.000     0.000        8   Hash#has_key?
  0.05      0.000     0.000     0.000     0.000       12   ActiveSupport::Callbacks::CallbackChain#empty?
  0.05      0.025     0.000     0.000     0.025        1   ActionController::Metal#dispatch
  0.05      0.000     0.000     0.000     0.000        1   <Module::OpenSSL::Random>#random_bytes
  0.05      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Formatter#missing_keys
  0.05      0.000     0.000     0.000     0.000        7   ActiveRecord::QueryMethods#limit_value
  0.05      0.000     0.000     0.000     0.000        3   URI::Generic#set_userinfo
  0.05      0.000     0.000     0.000     0.000        3   ActionController::StrongParameters#params
  0.05      0.000     0.000     0.000     0.000        3   ActionView::Helpers::UrlHelper#convert_options_to_data_attributes
  0.05      0.000     0.000     0.000     0.000        3   ActionView::OutputBuffer#initialize
  0.05      0.000     0.000     0.000     0.000        1   ActionView::LookupContext::Accessors#initialize_details
  0.05      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#initialize_copy
  0.05      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#default_formats
  0.05      0.000     0.000     0.000     0.000        2   MonitorMixin#initialize
  0.05      0.000     0.000     0.000     0.000        2   ActionController::Rendering#_process_format
  0.05      0.000     0.000     0.000     0.000        2   ActionView::PathSet#find
  0.05      0.000     0.000     0.000     0.000        7   Kernel#Array
  0.05      0.000     0.000     0.000     0.000       10   Array#blank?
  0.05      0.000     0.000     0.000     0.000        4   Kernel#initialize_clone
  0.05      0.001     0.000     0.000     0.001        2   ActiveRecord::ConnectionAdapters::DatabaseStatements#to_sql
  0.05      0.014     0.000     0.000     0.014        1   ActionView::Helpers::RenderingHelper#render
  0.05      0.000     0.000     0.000     0.000        5   <Class::ActionView::Base>#digest_assets
  0.05      0.000     0.000     0.000     0.000        2   WillPaginate::PageNumber#to_offset
  0.05      0.000     0.000     0.000     0.000       12   BasicObject#equal?
  0.05      0.000     0.000     0.000     0.000        3   ActiveSupport::Configurable#config
  0.05      0.028     0.000     0.000     0.028        1   ActionDispatch::RequestId#call
  0.05      0.000     0.000     0.000     0.000        3   ActiveSupport::SafeBuffer#concat
  0.05      0.000     0.000     0.000     0.000        2   Rack::Utils#status_code
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Callbacks#_call_callbacks
  0.05      0.026     0.000     0.000     0.026        1   ActionDispatch::Routing::RouteSet#call
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Journey::Path::Pattern#match
  0.05      0.000     0.000     0.000     0.000        6   Hash#update
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::QueryMethods#includes_values
  0.05      0.000     0.000     0.000     0.000        3   Array#reverse_each
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Rendering#_normalize_options
  0.05      0.000     0.000     0.000     0.000        4   ActiveSupport::HashWithIndifferentAccess#key?
  0.05      0.000     0.000     0.000     0.000       10   ActiveSupport::OrderedOptions#respond_to_missing?
  0.05      0.000     0.000     0.000     0.000        2   Rack::Request#scheme
  0.05      0.000     0.000     0.000     0.000        6  *ActionDispatch::Journey::Format#evaluate
  0.05      0.019     0.000     0.000     0.019        1   ActiveRecord::Railties::ControllerRuntime#cleanup_view_runtime
  0.05      0.000     0.000     0.000     0.000        1   <Class::ActionController::Metal>#action
  0.05      0.023     0.000     0.000     0.023        7  *<Module::ActiveSupport::Notifications>#instrument
  0.05      0.000     0.000     0.000     0.000        3   PostsHelper#pretify
  0.05      0.000     0.000     0.000     0.000        5   ActiveSupport::HashWithIndifferentAccess#delete
  0.05      0.000     0.000     0.000     0.000        1   ActionDispatch::Journey::GTG::TransitionTable#memo
  0.05      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime=
  0.05      0.024     0.000     0.000     0.024        1   AbstractController::Base#process
  0.05      0.000     0.000     0.000     0.000        3   ActionView::Helpers::UrlHelper#link_to_remote_options?
  0.05      0.000     0.000     0.000     0.000        3   ActionDispatch::Routing::RouteSet::Generator#normalize_action!
  0.05      0.000     0.000     0.000     0.000        2   ActiveSupport::HashWithIndifferentAccess#convert_value
  0.05      0.000     0.000     0.000     0.000        2   ActionDispatch::Response#status=
  0.05      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Cookies::CookieJar>#options_for_env
  0.05      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#uuid
  0.05      0.000     0.000     0.000     0.000        6   Haml::Buffer#html4?
  0.05      0.000     0.000     0.000     0.000        2   Rack::Request#parse_query
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::Inheritance::ClassMethods#using_single_table_inheritance?
  0.05      0.000     0.000     0.000     0.000        6  *ActiveRecord::ModelSchema::ClassMethods#inheritance_column
  0.05      0.000     0.000     0.000     0.000        1   ActionController::Metal#initialize
  0.05      0.000     0.000     0.000     0.000        3   ActionView::LogSubscriber#from_rails_root
  0.05      0.000     0.000     0.000     0.000        3   ActiveRecord::Inheritance::ClassMethods#discriminate_class_for_record
  0.05      0.028     0.000     0.000     0.028        1   ActiveSupport::TaggedLogging::Formatter#tagged
  0.05      0.000     0.000     0.000     0.000        8   Symbol#==
  0.05      0.000     0.000     0.000     0.000        1   ActionView::Helpers::AssetTagHelper#javascript_include_tag
  0.05      0.000     0.000     0.000     0.000        9   Kernel#instance_variable_set
  0.04      0.026     0.000     0.000     0.026        1   ActionDispatch::Routing::RouteSet::Dispatcher#serve
  0.04      0.000     0.000     0.000     0.000        4   <Class::ActionDispatch::Request::Utils>#perform_deep_munge
  0.04      0.019     0.000     0.000     0.019        1   AbstractController::Rendering#render
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Response#build_buffer
  0.04      0.000     0.000     0.000     0.000        9   ActionDispatch::Journey::Route#required_parts
  0.04      0.001     0.000     0.000     0.001        3   ActionDispatch::Routing::RouteSet::Generator#generate
  0.04      0.000     0.000     0.000     0.000        2   ActionController::Base#allow_forgery_protection
  0.04      0.030     0.000     0.000     0.030        1   Rack::Test::Session#process_request
  0.04      0.000     0.000     0.000     0.000        3   SQLite3::Statement#columns
  0.04      0.000     0.000     0.000     0.000        3   #<Module:0x007fb0cc15f110>#__temp__465637362796074796f6e6
  0.04      0.000     0.000     0.000     0.000        1   Hash#hash
  0.04      0.025     0.000     0.000     0.025        1   ActionController::RackDelegation#dispatch
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#cookies
  0.04      0.000     0.000     0.000     0.000        6   <Class::ActiveSupport::Duration>#===
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::SQLite3Adapter#quote_column_name
  0.04      0.001     0.000     0.000     0.001        3   ActionDispatch::Journey::Formatter#generate
  0.04      0.000     0.000     0.000     0.000        2   Sprockets::Rails::Helper#request_debug_assets?
  0.04      0.000     0.000     0.000     0.000        5   <Class::ActionView::Base>#assets_prefix
  0.04      0.000     0.000     0.000     0.000        3   Mime::Type#ref
  0.04      0.027     0.000     0.000     0.027        1   Rack::ConditionalGet#call
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime::ClassMethods#log_process_action
  0.04      0.000     0.000     0.000     0.000        1   Arel::Nodes::SelectCore#initialize
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#cache_control_segments
  0.04      0.000     0.000     0.000     0.000        1   Rails::Rack::Logger#started_request_message
  0.04      0.000     0.000     0.000     0.000        5   Mime::Type#to_s
  0.04      0.002     0.000     0.000     0.002        1   ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.04      0.000     0.000     0.000     0.000        1   ActionView::OutputFlow#get
  0.04      0.000     0.000     0.000     0.000        5   #<Class:0x007fb0cf1213f8>#relative_url_root
  0.04      0.005     0.000     0.000     0.005        1   <Class::WillPaginate::Collection>#create
  0.04      0.002     0.000     0.000     0.002        3   ActionDispatch::Routing::RouteSet#generate
  0.04      0.020     0.000     0.000     0.020        1   PostsController#index
  0.04      0.000     0.000     0.000     0.000        2   <Class::Mime::Type>#lookup
  0.04      0.000     0.000     0.000     0.000        3   ActiveRecord::Relation#reset
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Layouts#initialize
  0.04      0.014     0.000     0.000     0.014        1   ActionView::Base#render_with_haml
  0.04      0.000     0.000     0.000     0.000        6   SQLite3::Database#encoding
  0.04      0.000     0.000     0.000     0.000        1   URI::Generic#to_s
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::AbstractAdapter::SQLString#compile
  0.04      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_initialize
  0.04      0.000     0.000     0.000     0.000        3   Rack::Utils::KeySpaceConstrainedParams#initialize
  0.04      0.000     0.000     0.000     0.000        1   Rack::Request#ip
  0.04      0.016     0.000     0.000     0.016        3  *ActionView::Template#instrument
  0.04      0.028     0.000     0.000     0.028        1   Rack::Runtime#call
  0.04      0.000     0.000     0.000     0.000        3   Object#try!
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::Headers#env_name
  0.04      0.000     0.000     0.000     0.000        6   ActionDispatch::Response#[]
  0.04      0.000     0.000     0.000     0.000        5   URI::Generic#default_port
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#assign_default_content_type_and_charset!
  0.04      0.000     0.000     0.000     0.000        5   Haml::Helpers#is_haml?
  0.04      0.028     0.000     0.000     0.028        1   Rack::MethodOverride#call
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::URL#standard_port
  0.04      0.000     0.000     0.000     0.000        1   Arel::SelectManager#initialize
  0.04      0.000     0.000     0.000     0.000        3   String#tr
  0.04      0.000     0.000     0.000     0.000        3   ActionController::Parameters#[]
  0.04      0.000     0.000     0.000     0.000        4   Class#superclass
  0.04      0.000     0.000     0.000     0.000        1   String#underscore
  0.04      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::Cache::Strategy::LocalCache::LocalCacheRegistry>#set_cache_for
  0.04      0.000     0.000     0.000     0.000        1   Arel::Collectors::SQLString#initialize
  0.04      0.000     0.000     0.000     0.000        5   <Class::ActionView::Base>#assets_manifest
  0.04      0.000     0.000     0.000     0.000        6   Hash#to_hash
  0.04      0.000     0.000     0.000     0.000        6   ActionDispatch::Routing::RouteSet::Generator#controller
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Routing::RouteSet::Generator#normalize_controller_action_id!
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Response::Buffer#initialize
  0.04      0.029     0.000     0.000     0.029        1   Rails::Application#call
  0.04      0.000     0.000     0.000     0.000        2   WillPaginate::ActiveRecord::RelationMethods#size
  0.04      0.000     0.000     0.000     0.000        2   Rack::Utils::HeaderHash#initialize
  0.04      0.027     0.000     0.000     0.027        1   ActionDispatch::ParamsParser#call
  0.04      0.000     0.000     0.000     0.000        3   ActionController::RackDelegation#content_type
  0.04      0.027     0.000     0.000     0.027        1   ActionDispatch::Cookies#call
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#eager_loading?
  0.04      0.000     0.000     0.000     0.000        2   ActionView::Base#debug_assets
  0.04      0.000     0.000     0.000     0.000        1   URI::RFC2396_Parser#split
  0.04      0.000     0.000     0.000     0.000        1   PostsController#_layout
  0.04      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::Accessors#formats
  0.04      0.000     0.000     0.000     0.000        1   Rack::MockResponse#initialize
  0.04      0.027     0.000     0.000     0.027        1   ActionDispatch::RemoteIp#call
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Cache::Response#cache_control_headers
  0.04      0.000     0.000     0.000     0.000        2   StringIO#initialize
  0.04      0.020     0.000     0.000     0.020        1   ActionController::Rendering#process_action
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Base#_valid_action_name?
  0.04      0.000     0.000     0.000     0.000        2   Float#to_s
  0.04      0.000     0.000     0.000     0.000        5   Sprockets::Base#[]
  0.04      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectStatement
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Request#parse_query
  0.04      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Journey::Router::Utils>#normalize_path
  0.04      0.000     0.000     0.000     0.000        2   Thread#[]=
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::Railties::ControllerRuntime#append_info_to_payload
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::RouteSet::Dispatcher#controller_reference
  0.04      0.000     0.000     0.000     0.000        1   ActionDispatch::Response#rack_response
  0.04      0.014     0.000     0.000     0.014        1   ActionView::PartialRenderer#render
  0.04      0.021     0.000     0.000     0.021        3   ActiveSupport::Callbacks::CallbackSequence#call
  0.04      0.000     0.000     0.000     0.000       13   String#eql?
  0.04      0.000     0.000     0.000     0.000        4   <Class::ActionView::Resolver>#caching
  0.04      0.000     0.000     0.000     0.000        3   <Module::ActionDispatch::Http::URL>#url_for
  0.04      0.000     0.000     0.000     0.000        2   MonitorMixin::ConditionVariable#broadcast
  0.04      0.029     0.000     0.000     0.029        1   Rack::Sendfile#call
  0.04      0.000     0.000     0.000     0.000        4   Rack::MockSession#last_response
  0.04      0.014     0.000     0.000     0.014        1   Haml::Helpers#non_haml
  0.04      0.000     0.000     0.000     0.000        2   MonitorMixin::ConditionVariable#initialize
  0.04      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#_find_callbacks
  0.04      0.000     0.000     0.000     0.000        5   <Class::URI::Generic>#default_port
  0.04      0.000     0.000     0.000     0.000        4   ActionView::LookupContext::ViewPaths#detail_args_for
  0.04      0.001     0.000     0.000     0.001        1   Sprockets::Rails::Helper#javascript_include_tag
  0.04      0.005     0.000     0.000     0.005        1   WillPaginate::ActiveRecord::RelationMethods#to_a
  0.04      0.000     0.000     0.000     0.000        2   Arel::Visitors::ToSql#quote_table_name
  0.04      0.029     0.000     0.000     0.029        1   ActionDispatch::Static#call
  0.04      0.000     0.000     0.000     0.000        3   ActiveRecord::Persistence::ClassMethods#discriminate_class_for_record
  0.04      0.000     0.000     0.000     0.000        4   <Module::URI>#scheme_list
  0.04      0.000     0.000     0.000     0.000        2   Float#to_default_s
  0.04      0.000     0.000     0.000     0.000        1   ActionController::HideActions#method_for_action
  0.04      0.001     0.000     0.000     0.000        2   ActionView::LogSubscriber#render_template
  0.04      0.000     0.000     0.000     0.000        6   Fixnum#fdiv
  0.04      0.000     0.000     0.000     0.000        3   ActiveRecord::ModelSchema::ClassMethods#attributes_builder
  0.04      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Response>#default_headers
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Http::URL#protocol
  0.04      0.000     0.000     0.000     0.000        1   ActiveSupport::Cache::Strategy::LocalCache::LocalStore#initialize
  0.04      0.000     0.000     0.000     0.000        1   Mime::Mimes#symbols
  0.04      0.000     0.000     0.000     0.000        3   Symbol#[]
  0.04      0.000     0.000     0.000     0.000        1   <Module::SecureRandom>#gen_random
  0.04      0.000     0.000     0.000     0.000        1   ActionController::Rendering#_normalize_options
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::DatabaseStatements#binds_from_relation
  0.04      0.000     0.000     0.000     0.000        2   ActiveRecord::Core::ClassMethods#relation
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Route#format
  0.04      0.000     0.000     0.000     0.000        2   Rack::Runtime#clock_time
  0.04      0.000     0.000     0.000     0.000        1   AbstractController::Base#method_for_action
  0.04      0.000     0.000     0.000     0.000        1   ActionController::Base#_process_action_callbacks
  0.04      0.000     0.000     0.000     0.000        1   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_conditions
  0.04      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_Offset
  0.04      0.000     0.000     0.000     0.000        2   ActionView::LookupContext::ViewPaths#find_all
  0.04      0.000     0.000     0.000     0.000        1   ActionView::Layouts#_layout_for_option
  0.04      0.000     0.000     0.000     0.000        1   Turbolinks::XDomainBlocker#abort_xdomain_redirect
  0.04      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Route#parts
  0.04      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::URL#host
  0.04      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute
  0.04      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#_initialize_callbacks
  0.04      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::HashWithIndifferentAccess>#new_from_hash_copying_default
  0.04      0.000     0.000     0.000     0.000        2   Rack::Request#path
  0.04      0.000     0.000     0.000     0.000        2   Arel::Visitors::ToSql#literal
  0.03      0.000     0.000     0.000     0.000        1   Rack::Request#GET
  0.03      0.000     0.000     0.000     0.000        2   Hash#with_indifferent_access
  0.03      0.000     0.000     0.000     0.000        3   Delegator#initialize
  0.03      0.018     0.000     0.000     0.018        1   ActionView::TemplateRenderer#render
  0.03      0.000     0.000     0.000     0.000        1   <Module::Rack::Multipart>#parse_multipart
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Http::Headers#initialize
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#initialize
  0.03      0.000     0.000     0.000     0.000        1   URI::RFC2396_Parser#unescape
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Session::CookieStore#cookie_jar
  0.03      0.019     0.000     0.000     0.019        1   ActionController::Rendering#render
  0.03      0.000     0.000     0.000     0.000        1   Hash#except
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#preload_values
  0.03      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::Cookies::CookieJar>#build
  0.03      0.000     0.000     0.000     0.000        2   ActionDispatch::Response#merge_default_headers
  0.03      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Formatter#named_routes
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Attributes::ClassMethods#columns_hash
  0.03      0.000     0.000     0.000     0.000        3   Arel::Nodes::Unary#initialize
  0.03      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#initialize
  0.03      0.000     0.000     0.000     0.000        2   ActionView::Rendering#rendered_format
  0.03      0.000     0.000     0.000     0.000        3   Kernel#lambda
  0.03      0.000     0.000     0.000     0.000        1   ActionController::ParamsWrapper#_wrapper_enabled?
  0.03      0.000     0.000     0.000     0.000        1   AbstractController::Base#_find_action_name
  0.03      0.000     0.000     0.000     0.000        2  *ActionView::TemplateRenderer#resolve_layout
  0.03      0.000     0.000     0.000     0.000        2   ActionView::Helpers::ControllerHelper#params
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Layouts#_default_layout
  0.03      0.000     0.000     0.000     0.000        1   Rack::Session::Abstract::ID#commit_session
  0.03      0.000     0.000     0.000     0.000        1   WillPaginate::ActiveRecord::RelationMethods#offset
  0.03      0.000     0.000     0.000     0.000        1   Rack::ETag#digest_body
  0.03      0.000     0.000     0.000     0.000        2   String#encode
  0.03      0.000     0.000     0.000     0.000        3   ActiveSupport::SafeBuffer#html_escape_interpolated_argument
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Http::MimeNegotiation#valid_accept_header
  0.03      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#length
  0.03      0.000     0.000     0.000     0.000        1   Arel::SelectManager#from
  0.03      0.000     0.000     0.000     0.000        1   WillPaginate::Collection#initialize
  0.03      0.000     0.000     0.000     0.000        1   StringIO#length
  0.03      0.000     0.000     0.000     0.000        2   MonitorMixin#new_cond
  0.03      0.000     0.000     0.000     0.000        1   Rails::Application#build_original_fullpath
  0.03      0.001     0.000     0.000     0.001        1   ActionDispatch::Http::FilterParameters#filtered_parameters
  0.03      0.025     0.000     0.000     0.025        1   ActionDispatch::Routing::RouteSet::Dispatcher#dispatch
  0.03      0.000     0.000     0.000     0.000        2   <Class::File>#extname
  0.03      0.000     0.000     0.000     0.000        7   Symbol#to_sym
  0.03      0.000     0.000     0.000     0.000        3   URI::Generic#set_opaque
  0.03      0.001     0.000     0.000     0.001        2   ActionView::LookupContext::ViewPaths#find
  0.03      0.013     0.000     0.000     0.013        1   ActionView::PartialRenderer#render_partial
  0.03      0.020     0.000     0.000     0.020        3   ActiveSupport::Callbacks::Filters::End#call
  0.03      0.000     0.000     0.000     0.000        1   ActionView::Rendering#_normalize_args
  0.03      0.001     0.000     0.000     0.001        1   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all
  0.03      0.000     0.000     0.000     0.000        1   #<Module:0x007fb0cc88e580>#locale
  0.03      0.000     0.000     0.000     0.000        3   ActiveSupport::HashWithIndifferentAccess#dup
  0.03      0.000     0.000     0.000     0.000        2   Enumerable#find_all
  0.03      0.000     0.000     0.000     0.000        1   ActionDispatch::Request#content_length
  0.03      0.000     0.000     0.000     0.000        2   <Class::ActionController::Base>#default_static_extension
